source,text,sentiment,confidence
news,Xiaomi SkyNomad N90 Hybrid SUV Debuts - Features 370km EV Range and Swivel Seats!,neutral,0.815
news,Tech Brief (July 13): Tencent Expands AI Computing Capacity After Hy3 Demand Surge,positive,0.9291
news,"Why Xiaomi Phones Aren't Banned, But Are Rarely Sold In The US",neutral,0.7991
news,"Redmi Note 17, Note 17 Pro Launch On July 14: Will Xiaomi Bring Them To India?",neutral,0.9277
news,"Xiaomi SkyNomad N90 Is Formally Unveiled - Codename Kunlun, Interior That Transforms Into a Studio",neutral,0.8203
news,Xiaomi Smart Band 11 Clears China Approval,neutral,0.8759
news,"Redmi Turbo 5 Review: I came for the performance, stayed for everything else",neutral,0.6447
news,"Android Circuit: Galaxy Z Fold8 Launch Dates, New York’s Pixel 11 Event, Google’s Backup Change",neutral,0.9498
news,Xiaomi QLED TV X Pro 75 review: Big screen entertainment that does not break the bank,neutral,0.7432
news,Why India Scrapped Duties On Smartphone Parts - Who Benefits,neutral,0.7891
youtube_video,Xiaomi’s New Camera Phone – Magic or Just Hype ?,neutral,0.8928
youtube_video,Xiaomi 17 Pro Max is here  - an iPhone For Android Users!,neutral,0.8558
youtube_video,Xiaomi 15T Pro | My Review | Dubai,neutral,0.9349
youtube_video,Most Popular Xiaomi Tablet - Real Story Changed !,neutral,0.8971
youtube_video,"Xiaomi 17T Unboxing &amp; Test📌 Best Compact Camera Phone @XX,999 only",neutral,0.8053
youtube_video,"🤩₹85,000-க்கு Worth-ஆ❓💸 | Xiaomi 17 Pro Max🔥",neutral,0.912
youtube_video,POCO F8 Ultra vs Xiaomi 17T Pro | Полное сравнение с разбором Плюсов и Минусов. Какой выбрать?,neutral,0.7694
youtube_video,Xiaomi 17T Pro | Review completo,neutral,0.9245
youtube_video,"Xiaomi 17T Unboxing &amp; First Look ⚡ 5X Tele Leica 📷, D8500, 6500mAh &amp; More @ ₹54,999*!",neutral,0.9056
youtube_video,Xiaomi 17Pro Max with dual screens is mind-blowing🤯😏#iPhone17ProMax #XiaomiDualDisplayPhone#Trending,neutral,0.932
youtube_comment,Sir Does Xiaomi 17t cameras are as good as Vivo x200t ..?,neutral,0.8174
youtube_comment,Sir ap bata do x300 le ya 17t pro,neutral,0.8735
youtube_comment,Is it better than oppo find x 9? please reply...🙏 Or any other phone in the same price range..,neutral,0.8912
youtube_comment,Abhi bhi main yahi use krta Xiaomi 11T pro,neutral,0.9129
youtube_comment,67,neutral,0.8937
youtube_comment,4:55 moot diya,neutral,0.8612
youtube_comment,Using Xiaomi 10T Pro since October 2020 now ordered this one😁,neutral,0.8743
youtube_comment,"Xiaomi bala isko paisa nahin de raha hai jis karan itna bura phone hai xiaomi 
Hum use kar rahe hai is cement mein sabse best phone",neutral,0.9049
youtube_comment,High Brightness Mode - 2000nits hai,neutral,0.9399
youtube_comment,Selfie is weird,neutral,0.9224
youtube_comment,"Sir mai pichle kuch time se ek batana chahta tha pta nhi ye #scam hai ya kya hai pta nhi per pls aap isme ek baar research kro , problem ye hai ki maine 3 months phle apna sim jio se airtel me port kra liya or iss airtel operater me problem ye aa rhi hai kii recharge krne ke approx 10 to 15 days ke baad net speed slow krr dete hai sab bahot jaade slow krr dete hai sab company wale agar maine thoda jaade net use krr liya to jaise ki 50 gb , halaki unlimited 5+ wala recharge karata hu to bhi , or costomer care se baat nhi hoti jldi or baati hai or pucho ki ayesa kyu ho rha to bolte hai aapke area me network problem hai jbki ussi time agar maine data top up kiya phir se to net ek dam sahi chalne lgta hai 50 mbps approx or data pack ka recharge khatam to phir net chlna band ho jata hai or maine to 4g 5g dono unlimited wala recharge tha phir bhi ye problem hai sirr pls aap try kro , airtel ka sim lo aap or 1 week hi net chalao ache se phir dekhna aap net chlna band ho jayega halaki unlimited hai to ayesa nhi hona chahiye , jio me ayesa nhi hota hai sir , pls request hai ispe video banayi kuch to kariye sir.....",neutral,0.894
youtube_comment,Redmi Turbo 5,neutral,0.9112
youtube_comment,Redmi turbo 5,neutral,0.9112
youtube_comment,Don't worry Oppo Reno 16 Aane wala hai 😂😂😂,neutral,0.9134
youtube_comment,60k phone with 30k phone processor Mediatek 8500 ultra which heats alot 45-50° degree. Kanjoos Xiaomi should have given SD 8 Elite. Hope public Boycott all Overpriced phones,neutral,0.913
youtube_comment,Seedhi si baat hai ye phone kachra hai  bad,neutral,0.8848
youtube_comment,Bhai phone baicho ge apne to review kar liya,neutral,0.8906
youtube_comment,Bakchodi jyada karta hai,neutral,0.9318
youtube_comment,Honor 600 pro test please,neutral,0.9098
youtube_comment,Lamba wala mst tha😂,neutral,0.9375
youtube_comment,I Give This Xiaomi Hiper OS 17 Pro Max 100k/10,neutral,0.8879
youtube_comment,Main tho price sunn ke he sarma gaye pura vedio dekh neh ke baat 😂,neutral,0.909
youtube_comment,Mobile bhi China ka hai to dalo,neutral,0.908
youtube_comment,India me kaha milega ye?,neutral,0.905
youtube_comment,nakal ke liye bhi akal ki jarurat padati hai good job xiaomi you are a one of the best❤,neutral,0.7908
youtube_comment,How can I buy this phone in India?,neutral,0.9345
youtube_comment,Xiaomi,neutral,0.9224
youtube_comment,9,neutral,0.8906
youtube_comment,Bro but uska max boost 400 plus h cpu throttle to krega hee,positive,0.6998
youtube_comment,Xiaomi 17 Pro Max se dekh raha hu,neutral,0.9129
youtube_comment,India me kab ayegi,neutral,0.9028
youtube_comment,Where to buy ?? Amazon me nahi h flipkart me v nahi h kahan se kharide ??,neutral,0.9121
youtube_comment,Poco X6 neo 5g sema show,neutral,0.9079
youtube_comment,1 lakh me toh iphone hi mil jata hai 😂😂😂,neutral,0.9037
youtube_comment,😂😂,neutral,0.9052
youtube_comment,Toh phone le sakte hai chalega na 😂,neutral,0.921
youtube_comment,"Bro picked up my first Xiaomi, your reviews helped me well, I managed to get mocha gold, thanks shazm anna",positive,0.921
youtube_comment,Oppo find X9 pro copy 😂,neutral,0.9322
youtube_comment,Realme 15 x 5g review,neutral,0.9327
youtube_comment,💙💙💙💙,neutral,0.9052
youtube_comment,Phonninu vare bookum paper 😂😂,neutral,0.9418
youtube_comment,Bro nalloru compact phone suggest cheyyamo ower prized venda and good camera and good performance venam,positive,0.6449
youtube_comment,ഇത് യൂസ്ഡ് ഉണ്ട് അബുദാബി ഷോപ്പിൽ👍👍👍,neutral,0.8931
youtube_comment,Xioami 17 T coming soon 🔥,neutral,0.9148
youtube_comment,What about ads...?,neutral,0.9008
youtube_comment,Bro oru phone  vaanu Al+,neutral,0.8435
youtube_comment,ചേട്ടാ realme 16 5g review ചെയോ pls,neutral,0.9275
youtube_comment,Bro ithu nattil  g pay phone pay work aakumo  reply plzz,neutral,0.9386
youtube_comment,Nfc undo,neutral,0.9043
youtube_comment,Apo ith engane medikan pattumm,neutral,0.9261
youtube_comment,Realme 5 pro guy hear,neutral,0.8941
youtube_comment,Bro plz review for oppok13 Turbo,neutral,0.8962
youtube_comment,Bro Xiaomi 15T Vs Vivo V60. Which is better. Pls respond,positive,0.5821
youtube_comment,Shaz GOAT,neutral,0.9142
youtube_comment,Game edhaan,neutral,0.9138
youtube_comment,Huawei pura 80 ultra review,neutral,0.8622
youtube_comment,Please review moto pad 60 pro,neutral,0.9468
youtube_comment,tablet ki comparison video kb ayegi,neutral,0.9199
youtube_comment,Why not sim😢,neutral,0.8963
youtube_comment,Watching on pad 7😁,neutral,0.9415
youtube_comment,Pad customize video banou bhai yeh wallpaper,neutral,0.9214
youtube_comment,Apple 🍎 hi behtar h❤,neutral,0.8812
youtube_comment,Bhaiya please 35k ki range me video editing ke liye koi tablet btaiye !! 11th gen 💔,neutral,0.9058
youtube_comment,The reason for the lower volume is that DRC mode is enabled on YouTube,neutral,0.7889
youtube_comment,Best tablet kon sa le 30 k,neutral,0.7708
youtube_comment,Lenevo idea pad pro gen 2 please,neutral,0.9235
youtube_comment,Amazing unbiased review 👍👏👏,neutral,0.8907
youtube_comment,Bhaiya please help me that which tablet should i buy xiaomi pad 8 or one plus pad 4 or galaxy tab s10 plus for all purpose,neutral,0.9274
youtube_comment,Nano texture display me tempered glass lagana sahie ya nahi ?,neutral,0.9103
youtube_comment,4:07 i wonder ips and 12 bit hdr😅 how would it look like,neutral,0.9297
